country,geo,indicator.name,indicator,year,tfr
Latvia,lva,Total fertility rate,tfr,1951,2.01
Lebanon,lbn,Total fertility rate,tfr,1951,5.75
Lesotho,lso,Total fertility rate,tfr,1951,5.82
Liberia,lbr,Total fertility rate,tfr,1951,6.26
Libya,lby,Total fertility rate,tfr,1951,7.17
Lithuania,ltu,Total fertility rate,tfr,1951,2.79
Luxembourg,lux,Total fertility rate,tfr,1951,1.9
"Macao, China",mac,Total fertility rate,tfr,1951,4.04
"Macedonia, FYR",mkd,Total fertility rate,tfr,1951,4.72
Madagascar,mdg,Total fertility rate,tfr,1951,7.3
Malawi,mwi,Total fertility rate,tfr,1951,6.81
Malaysia,mys,Total fertility rate,tfr,1951,6.28
Maldives,mdv,Total fertility rate,tfr,1951,5.72
Mali,mli,Total fertility rate,tfr,1951,6.68
Malta,mlt,Total fertility rate,tfr,1951,4.2
Martinique,mtq,Total fertility rate,tfr,1951,5.67
Mauritania,mrt,Total fertility rate,tfr,1951,6.18
Mauritius,mus,Total fertility rate,tfr,1951,5.99
Mayotte,myt,Total fertility rate,tfr,1951,7.91
Mexico,mex,Total fertility rate,tfr,1951,6.68
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1951,7.28
Moldova,mda,Total fertility rate,tfr,1951,3.49
Mongolia,mng,Total fertility rate,tfr,1951,5.5
Montenegro,mne,Total fertility rate,tfr,1951,4.31
Morocco,mar,Total fertility rate,tfr,1951,6.52
Mozambique,moz,Total fertility rate,tfr,1951,6.79
Myanmar,mmr,Total fertility rate,tfr,1951,6.02
Namibia,nam,Total fertility rate,tfr,1951,5.97
Nepal,npl,Total fertility rate,tfr,1951,5.98
Netherlands,nld,Total fertility rate,tfr,1951,3.05
Netherlands Antilles,ant,Total fertility rate,tfr,1951,5.77
New Caledonia,ncl,Total fertility rate,tfr,1951,5.22
New Zealand,nzl,Total fertility rate,tfr,1951,3.27
Nicaragua,nic,Total fertility rate,tfr,1951,6.98
Niger,ner,Total fertility rate,tfr,1951,7.06
Nigeria,nga,Total fertility rate,tfr,1951,6.36
Norway,nor,Total fertility rate,tfr,1951,2.48
Oman,omn,Total fertility rate,tfr,1951,7.25
Pakistan,pak,Total fertility rate,tfr,1951,6.6
Panama,pan,Total fertility rate,tfr,1951,5.7
Papua New Guinea,png,Total fertility rate,tfr,1951,6.23
Paraguay,pry,Total fertility rate,tfr,1951,6.49
Peru,per,Total fertility rate,tfr,1951,6.9
Philippines,phl,Total fertility rate,tfr,1951,6.88
Poland,pol,Total fertility rate,tfr,1951,3.62
Portugal,prt,Total fertility rate,tfr,1951,3.1
Puerto Rico,pri,Total fertility rate,tfr,1951,4.98
Qatar,qat,Total fertility rate,tfr,1951,6.97
Reunion,reu,Total fertility rate,tfr,1951,7.11
Romania,rou,Total fertility rate,tfr,1951,3.43
Russia,rus,Total fertility rate,tfr,1951,2.88
Rwanda,rwa,Total fertility rate,tfr,1951,7.94
St. Lucia,lca,Total fertility rate,tfr,1951,5.53
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1951,7.28
Samoa,wsm,Total fertility rate,tfr,1951,7.64
Sao Tome and Principe,stp,Total fertility rate,tfr,1951,6.22
Saudi Arabia,sau,Total fertility rate,tfr,1951,7.19
Senegal,sen,Total fertility rate,tfr,1951,6.63
Serbia,srb,Total fertility rate,tfr,1951,3.49
Seychelles,syc,Total fertility rate,tfr,1951,5.1
Sierra Leone,sle,Total fertility rate,tfr,1951,5.9
Singapore,sgp,Total fertility rate,tfr,1951,6.54
Slovak Republic,svk,Total fertility rate,tfr,1951,3.57
Slovenia,svn,Total fertility rate,tfr,1951,2.75
Solomon Islands,slb,Total fertility rate,tfr,1951,6.4
Somalia,som,Total fertility rate,tfr,1951,7.25
South Africa,zaf,Total fertility rate,tfr,1951,6.34
Spain,esp,Total fertility rate,tfr,1951,2.47
Sri Lanka,lka,Total fertility rate,tfr,1951,5.87
Sudan,sdn,Total fertility rate,tfr,1951,6.67
Suriname,sur,Total fertility rate,tfr,1951,6.57
Swaziland,swz,Total fertility rate,tfr,1951,6.71
Sweden,swe,Total fertility rate,tfr,1951,2.21
Switzerland,che,Total fertility rate,tfr,1951,2.32
Syria,syr,Total fertility rate,tfr,1951,7.19
Taiwan,twn,Total fertility rate,tfr,1951,6.34
Tajikistan,tjk,Total fertility rate,tfr,1951,5.53
Tanzania,tza,Total fertility rate,tfr,1951,6.71
Thailand,tha,Total fertility rate,tfr,1951,6.13
Timor-Leste,tls,Total fertility rate,tfr,1951,6.49
Togo,tgo,Total fertility rate,tfr,1951,6.33
Tonga,ton,Total fertility rate,tfr,1951,7.32
Trinidad and Tobago,tto,Total fertility rate,tfr,1951,5.28
Tunisia,tun,Total fertility rate,tfr,1951,6.66
Turkey,tur,Total fertility rate,tfr,1951,6.69
Turkmenistan,tkm,Total fertility rate,tfr,1951,5.58
Uganda,uga,Total fertility rate,tfr,1951,6.89
Ukraine,ukr,Total fertility rate,tfr,1951,2.75
United Arab Emirates,are,Total fertility rate,tfr,1951,6.95
United Kingdom,gbr,Total fertility rate,tfr,1951,2.1
United States,usa,Total fertility rate,tfr,1951,3.2
Uruguay,ury,Total fertility rate,tfr,1951,2.7
Uzbekistan,uzb,Total fertility rate,tfr,1951,5.46
Vanuatu,vut,Total fertility rate,tfr,1951,7.66
Venezuela,ven,Total fertility rate,tfr,1951,6.51
Palestine,pse,Total fertility rate,tfr,1951,7.5
Western Sahara,esh,Total fertility rate,tfr,1951,6.32
Vietnam,vnm,Total fertility rate,tfr,1951,5.08
Virgin Islands (U.S.),vir,Total fertility rate,tfr,1951,5.17
Yemen,yem,Total fertility rate,tfr,1951,7.32
Zambia,zmb,Total fertility rate,tfr,1951,6.68
Zimbabwe,zwe,Total fertility rate,tfr,1951,6.76
South Sudan,ssd,Total fertility rate,tfr,1951,6.67
Afghanistan,afg,Total fertility rate,tfr,1952,7.55
Albania,alb,Total fertility rate,tfr,1952,6.13
Algeria,dza,Total fertility rate,tfr,1952,7.44
Angola,ago,Total fertility rate,tfr,1952,7.15
Antigua and Barbuda,atg,Total fertility rate,tfr,1952,4.5
Argentina,arg,Total fertility rate,tfr,1952,3.16
Armenia,arm,Total fertility rate,tfr,1952,4.49
Aruba,abw,Total fertility rate,tfr,1952,5.7
Australia,aus,Total fertility rate,tfr,1952,3.18
Austria,aut,Total fertility rate,tfr,1952,2.06
Azerbaijan,aze,Total fertility rate,tfr,1952,5.25
Bahamas,bhs,Total fertility rate,tfr,1952,4.02
Bahrain,bhr,Total fertility rate,tfr,1952,6.97
Bangladesh,bgd,Total fertility rate,tfr,1952,6.33
Barbados,brb,Total fertility rate,tfr,1952,4.43
Belarus,blr,Total fertility rate,tfr,1952,2.59
Belgium,bel,Total fertility rate,tfr,1952,2.34
Belize,blz,Total fertility rate,tfr,1952,6.66
Benin,ben,Total fertility rate,tfr,1952,5.83
Bhutan,btn,Total fertility rate,tfr,1952,6.67
Bolivia,bol,Total fertility rate,tfr,1952,6.75
Bosnia and Herzegovina,bih,Total fertility rate,tfr,1952,4.9
Botswana,bwa,Total fertility rate,tfr,1952,6.49
Brazil,bra,Total fertility rate,tfr,1952,6.15
Brunei,brn,Total fertility rate,tfr,1952,7.07
Bulgaria,bgr,Total fertility rate,tfr,1952,2.55
Burkina Faso,bfa,Total fertility rate,tfr,1952,6.09
Burundi,bdi,Total fertility rate,tfr,1952,6.8
Cambodia,khm,Total fertility rate,tfr,1952,6.95
Cameroon,cmr,Total fertility rate,tfr,1952,5.49
Canada,can,Total fertility rate,tfr,1952,3.61
Cape Verde,cpv,Total fertility rate,tfr,1952,6.55
Central African Republic,caf,Total fertility rate,tfr,1952,5.49
Chad,tcd,Total fertility rate,tfr,1952,6.09
Channel Islands,chanisl,Total fertility rate,tfr,1952,2.04
Chile,chl,Total fertility rate,tfr,1952,5.02
China,chn,Total fertility rate,tfr,1952,5.97
Colombia,col,Total fertility rate,tfr,1952,6.76
Comoros,com,Total fertility rate,tfr,1952,5.93
"Congo, Dem. Rep.",cod,Total fertility rate,tfr,1952,5.98
"Congo, Rep.",cog,Total fertility rate,tfr,1952,5.68
Costa Rica,cri,Total fertility rate,tfr,1952,6.25
Cote d'Ivoire,civ,Total fertility rate,tfr,1952,6.74
Croatia,hrv,Total fertility rate,tfr,1952,2.8
Cuba,cub,Total fertility rate,tfr,1952,4.22
Cyprus,cyp,Total fertility rate,tfr,1952,3.73
Czech Republic,cze,Total fertility rate,tfr,1952,2.75
Denmark,dnk,Total fertility rate,tfr,1952,2.54
Djibouti,dji,Total fertility rate,tfr,1952,6.31
Dominican Republic,dom,Total fertility rate,tfr,1952,7.59
Ecuador,ecu,Total fertility rate,tfr,1952,6.73
Egypt,egy,Total fertility rate,tfr,1952,6.69
El Salvador,slv,Total fertility rate,tfr,1952,6.3
Equatorial Guinea,gnq,Total fertility rate,tfr,1952,5.59
Eritrea,eri,Total fertility rate,tfr,1952,6.96
Estonia,est,Total fertility rate,tfr,1952,2.07
Ethiopia,eth,Total fertility rate,tfr,1952,7.2
Fiji,fji,Total fertility rate,tfr,1952,6.59
Finland,fin,Total fertility rate,tfr,1952,3.06
France,fra,Total fertility rate,tfr,1952,2.76
French Guiana,guf,Total fertility rate,tfr,1952,5.01
French Polynesia,pyf,Total fertility rate,tfr,1952,6.01
Gabon,gab,Total fertility rate,tfr,1952,5.07
Gambia,gmb,Total fertility rate,tfr,1952,5.27
Georgia,geo,Total fertility rate,tfr,1952,2.97
Germany,deu,Total fertility rate,tfr,1952,2.11
Ghana,gha,Total fertility rate,tfr,1952,6.42
Greece,grc,Total fertility rate,tfr,1952,2.4
Greenland,grl,Total fertility rate,tfr,1952,5.96
Grenada,grd,Total fertility rate,tfr,1952,5.69
Guadeloupe,glp,Total fertility rate,tfr,1952,5.61
Guam,gum,Total fertility rate,tfr,1952,5.49
Guatemala,gtm,Total fertility rate,tfr,1952,7.09
Guinea,gin,Total fertility rate,tfr,1952,5.99
Guinea-Bissau,gnb,Total fertility rate,tfr,1952,6.42
Guyana,guy,Total fertility rate,tfr,1952,5.8
Haiti,hti,Total fertility rate,tfr,1952,6.3
Honduras,hnd,Total fertility rate,tfr,1952,7.5
"Hong Kong, China",hkg,Total fertility rate,tfr,1952,4.41
Hungary,hun,Total fertility rate,tfr,1952,2.72
Iceland,isl,Total fertility rate,tfr,1952,3.82
India,ind,Total fertility rate,tfr,1952,5.9
Indonesia,idn,Total fertility rate,tfr,1952,5.46
Iran,irn,Total fertility rate,tfr,1952,6.91
Iraq,irq,Total fertility rate,tfr,1952,7.44
Ireland,irl,Total fertility rate,tfr,1952,3.41
Israel,isr,Total fertility rate,tfr,1952,4.32
Italy,ita,Total fertility rate,tfr,1952,2.37
Jamaica,jam,Total fertility rate,tfr,1952,4.13
Japan,jpn,Total fertility rate,tfr,1952,3.07
Jordan,jor,Total fertility rate,tfr,1952,7.39
Kazakhstan,kaz,Total fertility rate,tfr,1952,4.39
Kenya,ken,Total fertility rate,tfr,1952,7.45
Kiribati,kir,Total fertility rate,tfr,1952,6.03
North Korea,prk,Total fertility rate,tfr,1952,3.25
South Korea,kor,Total fertility rate,tfr,1952,5.25
Kuwait,kwt,Total fertility rate,tfr,1952,7.21
Kyrgyz Republic,kgz,Total fertility rate,tfr,1952,4.36
Lao,lao,Total fertility rate,tfr,1952,5.94
Latvia,lva,Total fertility rate,tfr,1952,2.0
Lebanon,lbn,Total fertility rate,tfr,1952,5.74
Lesotho,lso,Total fertility rate,tfr,1952,5.84
Liberia,lbr,Total fertility rate,tfr,1952,6.26
Libya,lby,Total fertility rate,tfr,1952,7.19
Lithuania,ltu,Total fertility rate,tfr,1952,2.79
Luxembourg,lux,Total fertility rate,tfr,1952,1.95
"Macao, China",mac,Total fertility rate,tfr,1952,4.31
"Macedonia, FYR",mkd,Total fertility rate,tfr,1952,4.64
Madagascar,mdg,Total fertility rate,tfr,1952,7.3
Malawi,mwi,Total fertility rate,tfr,1952,6.82
Malaysia,mys,Total fertility rate,tfr,1952,6.29
Maldives,mdv,Total fertility rate,tfr,1952,5.94
Mali,mli,Total fertility rate,tfr,1952,6.73
Malta,mlt,Total fertility rate,tfr,1952,4.16
Martinique,mtq,Total fertility rate,tfr,1952,5.71
Mauritania,mrt,Total fertility rate,tfr,1952,6.3
Mauritius,mus,Total fertility rate,tfr,1952,5.9
Mayotte,myt,Total fertility rate,tfr,1952,7.91
Mexico,mex,Total fertility rate,tfr,1952,6.72
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1952,7.22
Moldova,mda,Total fertility rate,tfr,1952,3.5
Mongolia,mng,Total fertility rate,tfr,1952,5.54
Montenegro,mne,Total fertility rate,tfr,1952,4.24
Morocco,mar,Total fertility rate,tfr,1952,6.58
Mozambique,moz,Total fertility rate,tfr,1952,6.81
Myanmar,mmr,Total fertility rate,tfr,1952,6.0
Namibia,nam,Total fertility rate,tfr,1952,5.99
Nepal,npl,Total fertility rate,tfr,1952,5.97
Netherlands,nld,Total fertility rate,tfr,1952,3.09
Netherlands Antilles,ant,Total fertility rate,tfr,1952,5.7
New Caledonia,ncl,Total fertility rate,tfr,1952,5.22
New Zealand,nzl,Total fertility rate,tfr,1952,3.32
Nicaragua,nic,Total fertility rate,tfr,1952,7.16
Niger,ner,Total fertility rate,tfr,1952,7.1
Nigeria,nga,Total fertility rate,tfr,1952,6.35
Norway,nor,Total fertility rate,tfr,1952,2.61
Oman,omn,Total fertility rate,tfr,1952,7.25
Pakistan,pak,Total fertility rate,tfr,1952,6.6
Panama,pan,Total fertility rate,tfr,1952,5.75
Papua New Guinea,png,Total fertility rate,tfr,1952,6.24
Paraguay,pry,Total fertility rate,tfr,1952,6.5
Peru,per,Total fertility rate,tfr,1952,6.9
Philippines,phl,Total fertility rate,tfr,1952,6.99
Poland,pol,Total fertility rate,tfr,1952,3.64
Portugal,prt,Total fertility rate,tfr,1952,3.1
Puerto Rico,pri,Total fertility rate,tfr,1952,4.98
Qatar,qat,Total fertility rate,tfr,1952,6.97
Reunion,reu,Total fertility rate,tfr,1952,6.97
Romania,rou,Total fertility rate,tfr,1952,3.31
Russia,rus,Total fertility rate,tfr,1952,2.88
Rwanda,rwa,Total fertility rate,tfr,1952,7.98
St. Lucia,lca,Total fertility rate,tfr,1952,5.89
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1952,7.32
Samoa,wsm,Total fertility rate,tfr,1952,7.63
Sao Tome and Principe,stp,Total fertility rate,tfr,1952,6.2
Saudi Arabia,sau,Total fertility rate,tfr,1952,7.18
Senegal,sen,Total fertility rate,tfr,1952,6.68
Serbia,srb,Total fertility rate,tfr,1952,3.29
Seychelles,syc,Total fertility rate,tfr,1952,5.01
Sierra Leone,sle,Total fertility rate,tfr,1952,5.9
Singapore,sgp,Total fertility rate,tfr,1952,6.62
Slovak Republic,svk,Total fertility rate,tfr,1952,3.53
Slovenia,svn,Total fertility rate,tfr,1952,2.67
Solomon Islands,slb,Total fertility rate,tfr,1952,6.4
Somalia,som,Total fertility rate,tfr,1952,7.25
South Africa,zaf,Total fertility rate,tfr,1952,6.31
Spain,esp,Total fertility rate,tfr,1952,2.51
Sri Lanka,lka,Total fertility rate,tfr,1952,5.84
Sudan,sdn,Total fertility rate,tfr,1952,6.65
Suriname,sur,Total fertility rate,tfr,1952,6.56
Swaziland,swz,Total fertility rate,tfr,1952,6.7
Sweden,swe,Total fertility rate,tfr,1952,2.24
Switzerland,che,Total fertility rate,tfr,1952,2.3
Syria,syr,Total fertility rate,tfr,1952,7.21
Taiwan,twn,Total fertility rate,tfr,1952,6.38
Tajikistan,tjk,Total fertility rate,tfr,1952,5.62
Tanzania,tza,Total fertility rate,tfr,1952,6.73
Thailand,tha,Total fertility rate,tfr,1952,6.14
Timor-Leste,tls,Total fertility rate,tfr,1952,6.45
Togo,tgo,Total fertility rate,tfr,1952,6.33
Tonga,ton,Total fertility rate,tfr,1952,7.3
Trinidad and Tobago,tto,Total fertility rate,tfr,1952,5.29
Tunisia,tun,Total fertility rate,tfr,1952,6.68
Turkey,tur,Total fertility rate,tfr,1952,6.67
Turkmenistan,tkm,Total fertility rate,tfr,1952,5.57
Uganda,uga,Total fertility rate,tfr,1952,6.9
Ukraine,ukr,Total fertility rate,tfr,1952,2.81
United Arab Emirates,are,Total fertility rate,tfr,1952,6.97
United Kingdom,gbr,Total fertility rate,tfr,1952,2.15
United States,usa,Total fertility rate,tfr,1952,3.3
Uruguay,ury,Total fertility rate,tfr,1952,2.72
Uzbekistan,uzb,Total fertility rate,tfr,1952,5.55
Vanuatu,vut,Total fertility rate,tfr,1952,7.62
Venezuela,ven,Total fertility rate,tfr,1952,6.46
Palestine,pse,Total fertility rate,tfr,1952,7.39
Western Sahara,esh,Total fertility rate,tfr,1952,6.33
Vietnam,vnm,Total fertility rate,tfr,1952,5.31
Virgin Islands (U.S.),vir,Total fertility rate,tfr,1952,5.23
Yemen,yem,Total fertility rate,tfr,1952,7.31
Zambia,zmb,Total fertility rate,tfr,1952,6.7
Zimbabwe,zwe,Total fertility rate,tfr,1952,6.78
South Sudan,ssd,Total fertility rate,tfr,1952,6.65
Afghanistan,afg,Total fertility rate,tfr,1953,7.54
Albania,alb,Total fertility rate,tfr,1953,6.27
Algeria,dza,Total fertility rate,tfr,1953,7.43
Angola,ago,Total fertility rate,tfr,1953,7.17
Antigua and Barbuda,atg,Total fertility rate,tfr,1953,4.52
Argentina,arg,Total fertility rate,tfr,1953,3.15
Armenia,arm,Total fertility rate,tfr,1953,4.48
Aruba,abw,Total fertility rate,tfr,1953,5.62
Australia,aus,Total fertility rate,tfr,1953,3.19
Austria,aut,Total fertility rate,tfr,1953,2.09
Azerbaijan,aze,Total fertility rate,tfr,1953,5.28
Bahamas,bhs,Total fertility rate,tfr,1953,4.06
Bahrain,bhr,Total fertility rate,tfr,1953,6.95
Bangladesh,bgd,Total fertility rate,tfr,1953,6.39
Barbados,brb,Total fertility rate,tfr,1953,4.39
Belarus,blr,Total fertility rate,tfr,1953,2.64
Belgium,bel,Total fertility rate,tfr,1953,2.36
Belize,blz,Total fertility rate,tfr,1953,6.64
Benin,ben,Total fertility rate,tfr,1953,5.88
Bhutan,btn,Total fertility rate,tfr,1953,6.67
Bolivia,bol,Total fertility rate,tfr,1953,6.76
Bosnia and Herzegovina,bih,Total fertility rate,tfr,1953,4.7
Botswana,bwa,Total fertility rate,tfr,1953,6.51
Brazil,bra,Total fertility rate,tfr,1953,6.14
Brunei,brn,Total fertility rate,tfr,1953,6.84
Bulgaria,bgr,Total fertility rate,tfr,1953,2.49
Burkina Faso,bfa,Total fertility rate,tfr,1953,6.12
Burundi,bdi,Total fertility rate,tfr,1953,6.79
Cambodia,khm,Total fertility rate,tfr,1953,6.95
Cameroon,cmr,Total fertility rate,tfr,1953,5.47
Canada,can,Total fertility rate,tfr,1953,3.7
Cape Verde,cpv,Total fertility rate,tfr,1953,6.58
Central African Republic,caf,Total fertility rate,tfr,1953,5.55
Chad,tcd,Total fertility rate,tfr,1953,6.11
Channel Islands,chanisl,Total fertility rate,tfr,1953,2.05
Chile,chl,Total fertility rate,tfr,1953,5.11
China,chn,Total fertility rate,tfr,1953,5.67
Colombia,col,Total fertility rate,tfr,1953,6.75
Comoros,com,Total fertility rate,tfr,1953,6.09
"Congo, Dem. Rep.",cod,Total fertility rate,tfr,1953,5.98
"Congo, Rep.",cog,Total fertility rate,tfr,1953,5.69
Costa Rica,cri,Total fertility rate,tfr,1953,6.33
Cote d'Ivoire,civ,Total fertility rate,tfr,1953,6.81
Croatia,hrv,Total fertility rate,tfr,1953,2.71
Cuba,cub,Total fertility rate,tfr,1953,3.96
Cyprus,cyp,Total fertility rate,tfr,1953,3.66
Czech Republic,cze,Total fertility rate,tfr,1953,2.66
Denmark,dnk,Total fertility rate,tfr,1953,2.6
Djibouti,dji,Total fertility rate,tfr,1953,6.31
Dominican Republic,dom,Total fertility rate,tfr,1953,7.63
Ecuador,ecu,Total fertility rate,tfr,1953,6.74
Egypt,egy,Total fertility rate,tfr,1953,6.71
El Salvador,slv,Total fertility rate,tfr,1953,6.37
Equatorial Guinea,gnq,Total fertility rate,tfr,1953,5.6
Eritrea,eri,Total fertility rate,tfr,1953,6.98
Estonia,est,Total fertility rate,tfr,1953,2.05
Ethiopia,eth,Total fertility rate,tfr,1953,7.12
Fiji,fji,Total fertility rate,tfr,1953,6.73
Finland,fin,Total fertility rate,tfr,1953,2.96
France,fra,Total fertility rate,tfr,1953,2.72
French Guiana,guf,Total fertility rate,tfr,1953,4.98
French Polynesia,pyf,Total fertility rate,tfr,1953,6.02
Gabon,gab,Total fertility rate,tfr,1953,5.04
Gambia,gmb,Total fertility rate,tfr,1953,5.3
Georgia,geo,Total fertility rate,tfr,1953,2.92
Germany,deu,Total fertility rate,tfr,1953,2.14
Ghana,gha,Total fertility rate,tfr,1953,6.46
Greece,grc,Total fertility rate,tfr,1953,2.41
Greenland,grl,Total fertility rate,tfr,1953,6.15
Grenada,grd,Total fertility rate,tfr,1953,5.97
Guadeloupe,glp,Total fertility rate,tfr,1953,5.61
Guam,gum,Total fertility rate,tfr,1953,5.54
Guatemala,gtm,Total fertility rate,tfr,1953,7.04
Guinea,gin,Total fertility rate,tfr,1953,6.01
Guinea-Bissau,gnb,Total fertility rate,tfr,1953,6.17
Guyana,guy,Total fertility rate,tfr,1953,5.97
Haiti,hti,Total fertility rate,tfr,1953,6.3
Honduras,hnd,Total fertility rate,tfr,1953,7.51
"Hong Kong, China",hkg,Total fertility rate,tfr,1953,4.42
Hungary,hun,Total fertility rate,tfr,1953,2.67
Iceland,isl,Total fertility rate,tfr,1953,3.93
India,ind,Total fertility rate,tfr,1953,5.9
Indonesia,idn,Total fertility rate,tfr,1953,5.53
Iran,irn,Total fertility rate,tfr,1953,6.91
Iraq,irq,Total fertility rate,tfr,1953,7.07
Ireland,irl,Total fertility rate,tfr,1953,3.39
Israel,isr,Total fertility rate,tfr,1953,4.21
Italy,ita,Total fertility rate,tfr,1953,2.32
Jamaica,jam,Total fertility rate,tfr,1953,4.33
Japan,jpn,Total fertility rate,tfr,1953,2.84
Jordan,jor,Total fertility rate,tfr,1953,7.32
Kazakhstan,kaz,Total fertility rate,tfr,1953,4.43
Kenya,ken,Total fertility rate,tfr,1953,7.51
Kiribati,kir,Total fertility rate,tfr,1953,6.19
North Korea,prk,Total fertility rate,tfr,1953,3.92
South Korea,kor,Total fertility rate,tfr,1953,5.64
Kuwait,kwt,Total fertility rate,tfr,1953,7.2
Kyrgyz Republic,kgz,Total fertility rate,tfr,1953,4.49
Lao,lao,Total fertility rate,tfr,1953,5.94
Latvia,lva,Total fertility rate,tfr,1953,2.0
Lebanon,lbn,Total fertility rate,tfr,1953,5.73
Lesotho,lso,Total fertility rate,tfr,1953,5.85
Liberia,lbr,Total fertility rate,tfr,1953,6.28
Libya,lby,Total fertility rate,tfr,1953,7.21
Lithuania,ltu,Total fertility rate,tfr,1953,2.78
Luxembourg,lux,Total fertility rate,tfr,1953,2.01
"Macao, China",mac,Total fertility rate,tfr,1953,4.52
"Macedonia, FYR",mkd,Total fertility rate,tfr,1953,4.54
Madagascar,mdg,Total fertility rate,tfr,1953,7.3
Malawi,mwi,Total fertility rate,tfr,1953,6.82
Malaysia,mys,Total fertility rate,tfr,1953,6.3
Maldives,mdv,Total fertility rate,tfr,1953,6.15
Mali,mli,Total fertility rate,tfr,1953,6.76
Malta,mlt,Total fertility rate,tfr,1953,4.12
Martinique,mtq,Total fertility rate,tfr,1953,5.73
Mauritania,mrt,Total fertility rate,tfr,1953,6.4
Mauritius,mus,Total fertility rate,tfr,1953,5.84
Mayotte,myt,Total fertility rate,tfr,1953,7.91
Mexico,mex,Total fertility rate,tfr,1953,6.74
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1953,7.17
Moldova,mda,Total fertility rate,tfr,1953,3.51
Mongolia,mng,Total fertility rate,tfr,1953,5.61
Montenegro,mne,Total fertility rate,tfr,1953,4.17
Morocco,mar,Total fertility rate,tfr,1953,6.64
Mozambique,moz,Total fertility rate,tfr,1953,6.84
Myanmar,mmr,Total fertility rate,tfr,1953,5.99
Namibia,nam,Total fertility rate,tfr,1953,6.01
Nepal,npl,Total fertility rate,tfr,1953,5.97
Netherlands,nld,Total fertility rate,tfr,1953,3.03
Netherlands Antilles,ant,Total fertility rate,tfr,1953,5.62
New Caledonia,ncl,Total fertility rate,tfr,1953,5.22
New Zealand,nzl,Total fertility rate,tfr,1953,3.39
Nicaragua,nic,Total fertility rate,tfr,1953,7.3
Niger,ner,Total fertility rate,tfr,1953,7.14
Nigeria,nga,Total fertility rate,tfr,1953,6.35
Norway,nor,Total fertility rate,tfr,1953,2.66
Oman,omn,Total fertility rate,tfr,1953,7.25
Pakistan,pak,Total fertility rate,tfr,1953,6.6
Panama,pan,Total fertility rate,tfr,1953,5.79
Papua New Guinea,png,Total fertility rate,tfr,1953,6.24
Paraguay,pry,Total fertility rate,tfr,1953,6.5
Peru,per,Total fertility rate,tfr,1953,6.91
Philippines,phl,Total fertility rate,tfr,1953,7.09
Poland,pol,Total fertility rate,tfr,1953,3.65
Portugal,prt,Total fertility rate,tfr,1953,3.1
Puerto Rico,pri,Total fertility rate,tfr,1953,4.97
Qatar,qat,Total fertility rate,tfr,1953,6.97
Reunion,reu,Total fertility rate,tfr,1953,6.85
Romania,rou,Total fertility rate,tfr,1953,3.19
Russia,rus,Total fertility rate,tfr,1953,2.72
Rwanda,rwa,Total fertility rate,tfr,1953,8.02
St. Lucia,lca,Total fertility rate,tfr,1953,6.19
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1953,7.36
Samoa,wsm,Total fertility rate,tfr,1953,7.63
Sao Tome and Principe,stp,Total fertility rate,tfr,1953,6.19
Saudi Arabia,sau,Total fertility rate,tfr,1953,7.17
Senegal,sen,Total fertility rate,tfr,1953,6.72
Serbia,srb,Total fertility rate,tfr,1953,3.11
Seychelles,syc,Total fertility rate,tfr,1953,4.95
Sierra Leone,sle,Total fertility rate,tfr,1953,5.91
Singapore,sgp,Total fertility rate,tfr,1953,6.66
Slovak Republic,svk,Total fertility rate,tfr,1953,3.48
Slovenia,svn,Total fertility rate,tfr,1953,2.59
Solomon Islands,slb,Total fertility rate,tfr,1953,6.4
Somalia,som,Total fertility rate,tfr,1953,7.25
South Africa,zaf,Total fertility rate,tfr,1953,6.29
Spain,esp,Total fertility rate,tfr,1953,2.55
Sri Lanka,lka,Total fertility rate,tfr,1953,5.86
Sudan,sdn,Total fertility rate,tfr,1953,6.64
Suriname,sur,Total fertility rate,tfr,1953,6.55
Swaziland,swz,Total fertility rate,tfr,1953,6.7
Sweden,swe,Total fertility rate,tfr,1953,2.27
Switzerland,che,Total fertility rate,tfr,1953,2.3
Syria,syr,Total fertility rate,tfr,1953,7.24
Taiwan,twn,Total fertility rate,tfr,1953,6.42
Tajikistan,tjk,Total fertility rate,tfr,1953,5.71
Tanzania,tza,Total fertility rate,tfr,1953,6.75
Thailand,tha,Total fertility rate,tfr,1953,6.14
Timor-Leste,tls,Total fertility rate,tfr,1953,6.42
Togo,tgo,Total fertility rate,tfr,1953,6.33
Tonga,ton,Total fertility rate,tfr,1953,7.29
Trinidad and Tobago,tto,Total fertility rate,tfr,1953,5.31
Tunisia,tun,Total fertility rate,tfr,1953,6.7
Turkey,tur,Total fertility rate,tfr,1953,6.65
Turkmenistan,tkm,Total fertility rate,tfr,1953,5.61
Uganda,uga,Total fertility rate,tfr,1953,6.9
Ukraine,ukr,Total fertility rate,tfr,1953,2.85
United Arab Emirates,are,Total fertility rate,tfr,1953,6.98
United Kingdom,gbr,Total fertility rate,tfr,1953,2.2
