country,geo,indicator.name,indicator,year,tfr
Gambia,gmb,Total fertility rate,tfr,1936,5.95
Georgia,geo,Total fertility rate,tfr,1936,4.4
Germany,deu,Total fertility rate,tfr,1936,2.07
Ghana,gha,Total fertility rate,tfr,1936,6.4
Greece,grc,Total fertility rate,tfr,1936,3.69
Greenland,grl,Total fertility rate,tfr,1936,5.79
Grenada,grd,Total fertility rate,tfr,1936,5.53
Guadeloupe,glp,Total fertility rate,tfr,1936,5.62
Guam,gum,Total fertility rate,tfr,1936,5.96
Guatemala,gtm,Total fertility rate,tfr,1936,6.2
Guinea,gin,Total fertility rate,tfr,1936,6.05
Guinea-Bissau,gnb,Total fertility rate,tfr,1936,7.81
Guyana,guy,Total fertility rate,tfr,1936,5.03
Haiti,hti,Total fertility rate,tfr,1936,6.31
Honduras,hnd,Total fertility rate,tfr,1936,6.04
"Hong Kong, China",hkg,Total fertility rate,tfr,1936,5.04
Hungary,hun,Total fertility rate,tfr,1936,2.48
Iceland,isl,Total fertility rate,tfr,1936,3.03
India,ind,Total fertility rate,tfr,1936,5.93
Indonesia,idn,Total fertility rate,tfr,1936,5.41
Iran,irn,Total fertility rate,tfr,1936,7.01
Iraq,irq,Total fertility rate,tfr,1936,7.56
Ireland,irl,Total fertility rate,tfr,1936,2.92
Israel,isr,Total fertility rate,tfr,1936,3.93
Italy,ita,Total fertility rate,tfr,1936,2.87
Jamaica,jam,Total fertility rate,tfr,1936,4.48
Japan,jpn,Total fertility rate,tfr,1936,4.34
Jordan,jor,Total fertility rate,tfr,1936,7.23
Kazakhstan,kaz,Total fertility rate,tfr,1936,5.71
Kenya,ken,Total fertility rate,tfr,1936,7.11
Kiribati,kir,Total fertility rate,tfr,1936,5.67
North Korea,prk,Total fertility rate,tfr,1936,6.16
South Korea,kor,Total fertility rate,tfr,1936,6.18
Kuwait,kwt,Total fertility rate,tfr,1936,7.03
Kyrgyz Republic,kgz,Total fertility rate,tfr,1936,4.97
Lao,lao,Total fertility rate,tfr,1936,6.05
Latvia,lva,Total fertility rate,tfr,1936,2.38
Lebanon,lbn,Total fertility rate,tfr,1936,5.75
Lesotho,lso,Total fertility rate,tfr,1936,5.83
Liberia,lbr,Total fertility rate,tfr,1936,6.22
Libya,lby,Total fertility rate,tfr,1936,7.19
Lithuania,ltu,Total fertility rate,tfr,1936,3.13
Luxembourg,lux,Total fertility rate,tfr,1936,1.82
"Macao, China",mac,Total fertility rate,tfr,1936,4.76
"Macedonia, FYR",mkd,Total fertility rate,tfr,1936,4.55
Madagascar,mdg,Total fertility rate,tfr,1936,7.07
Malawi,mwi,Total fertility rate,tfr,1936,6.78
Malaysia,mys,Total fertility rate,tfr,1936,5.15
Maldives,mdv,Total fertility rate,tfr,1936,5.81
Mali,mli,Total fertility rate,tfr,1936,6.33
Malta,mlt,Total fertility rate,tfr,1936,4.52
Martinique,mtq,Total fertility rate,tfr,1936,5.68
Mauritania,mrt,Total fertility rate,tfr,1936,6.24
Mauritius,mus,Total fertility rate,tfr,1936,4.3
Mayotte,myt,Total fertility rate,tfr,1936,7.44
Mexico,mex,Total fertility rate,tfr,1936,5.86
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1936,6.58
Moldova,mda,Total fertility rate,tfr,1936,4.01
Mongolia,mng,Total fertility rate,tfr,1936,5.75
Montenegro,mne,Total fertility rate,tfr,1936,4.5
Morocco,mar,Total fertility rate,tfr,1936,6.5
Mozambique,moz,Total fertility rate,tfr,1936,6.63
Myanmar,mmr,Total fertility rate,tfr,1936,6.03
Namibia,nam,Total fertility rate,tfr,1936,5.96
Nepal,npl,Total fertility rate,tfr,1936,6.08
Netherlands,nld,Total fertility rate,tfr,1936,2.51
Netherlands Antilles,ant,Total fertility rate,tfr,1936,5.8
New Caledonia,ncl,Total fertility rate,tfr,1936,5.89
New Zealand,nzl,Total fertility rate,tfr,1936,2.42
Nicaragua,nic,Total fertility rate,tfr,1936,6.21
Niger,ner,Total fertility rate,tfr,1936,6.86
Nigeria,nga,Total fertility rate,tfr,1936,6.47
Norway,nor,Total fertility rate,tfr,1936,1.8
Oman,omn,Total fertility rate,tfr,1936,7.04
Pakistan,pak,Total fertility rate,tfr,1936,6.59
Panama,pan,Total fertility rate,tfr,1936,5.05
Papua New Guinea,png,Total fertility rate,tfr,1936,6.23
Paraguay,pry,Total fertility rate,tfr,1936,6.49
Peru,per,Total fertility rate,tfr,1936,6.63
Philippines,phl,Total fertility rate,tfr,1936,5.65
Poland,pol,Total fertility rate,tfr,1936,3.51
Portugal,prt,Total fertility rate,tfr,1936,3.45
Puerto Rico,pri,Total fertility rate,tfr,1936,5.31
Qatar,qat,Total fertility rate,tfr,1936,6.97
Reunion,reu,Total fertility rate,tfr,1936,6.81
Romania,rou,Total fertility rate,tfr,1936,4.22
Russia,rus,Total fertility rate,tfr,1936,4.56
Rwanda,rwa,Total fertility rate,tfr,1936,7.44
St. Lucia,lca,Total fertility rate,tfr,1936,5.45
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1936,6.86
Samoa,wsm,Total fertility rate,tfr,1936,7.27
Sao Tome and Principe,stp,Total fertility rate,tfr,1936,6.23
Saudi Arabia,sau,Total fertility rate,tfr,1936,7.01
Senegal,sen,Total fertility rate,tfr,1936,6.05
Serbia,srb,Total fertility rate,tfr,1936,4.09
Seychelles,syc,Total fertility rate,tfr,1936,5.16
Sierra Leone,sle,Total fertility rate,tfr,1936,5.74
Singapore,sgp,Total fertility rate,tfr,1936,7.48
Slovak Republic,svk,Total fertility rate,tfr,1936,2.79
Slovenia,svn,Total fertility rate,tfr,1936,2.96
Solomon Islands,slb,Total fertility rate,tfr,1936,6.41
Somalia,som,Total fertility rate,tfr,1936,7.04
South Africa,zaf,Total fertility rate,tfr,1936,6.42
Spain,esp,Total fertility rate,tfr,1936,3.18
Sri Lanka,lka,Total fertility rate,tfr,1936,5.17
Sudan,sdn,Total fertility rate,tfr,1936,6.66
Suriname,sur,Total fertility rate,tfr,1936,6.58
Swaziland,swz,Total fertility rate,tfr,1936,6.71
Sweden,swe,Total fertility rate,tfr,1936,1.73
Switzerland,che,Total fertility rate,tfr,1936,1.8
Syria,syr,Total fertility rate,tfr,1936,7.0
Taiwan,twn,Total fertility rate,tfr,1936,6.31
Tajikistan,tjk,Total fertility rate,tfr,1936,5.84
Tanzania,tza,Total fertility rate,tfr,1936,6.72
Thailand,tha,Total fertility rate,tfr,1936,6.25
Timor-Leste,tls,Total fertility rate,tfr,1936,6.52
Togo,tgo,Total fertility rate,tfr,1936,6.34
Tonga,ton,Total fertility rate,tfr,1936,6.87
Trinidad and Tobago,tto,Total fertility rate,tfr,1936,4.31
Tunisia,tun,Total fertility rate,tfr,1936,6.24
Turkey,tur,Total fertility rate,tfr,1936,6.71
Turkmenistan,tkm,Total fertility rate,tfr,1936,6.17
Uganda,uga,Total fertility rate,tfr,1936,6.89
Ukraine,ukr,Total fertility rate,tfr,1936,3.65
United Arab Emirates,are,Total fertility rate,tfr,1936,6.94
United Kingdom,gbr,Total fertility rate,tfr,1936,1.77
United States,usa,Total fertility rate,tfr,1936,2.01
Uruguay,ury,Total fertility rate,tfr,1936,2.74
Uzbekistan,uzb,Total fertility rate,tfr,1936,5.69
Vanuatu,vut,Total fertility rate,tfr,1936,7.08
Venezuela,ven,Total fertility rate,tfr,1936,5.38
Palestine,pse,Total fertility rate,tfr,1936,7.23
Western Sahara,esh,Total fertility rate,tfr,1936,6.32
Vietnam,vnm,Total fertility rate,tfr,1936,4.97
Virgin Islands (U.S.),vir,Total fertility rate,tfr,1936,5.37
Yemen,yem,Total fertility rate,tfr,1936,7.06
Zambia,zmb,Total fertility rate,tfr,1936,6.71
Zimbabwe,zwe,Total fertility rate,tfr,1936,6.75
South Sudan,ssd,Total fertility rate,tfr,1936,6.66
Afghanistan,afg,Total fertility rate,tfr,1937,7.31
Albania,alb,Total fertility rate,tfr,1937,4.4
Algeria,dza,Total fertility rate,tfr,1937,7.29
Angola,ago,Total fertility rate,tfr,1937,7.0
Antigua and Barbuda,atg,Total fertility rate,tfr,1937,4.49
Argentina,arg,Total fertility rate,tfr,1937,3.44
Armenia,arm,Total fertility rate,tfr,1937,5.98
Aruba,abw,Total fertility rate,tfr,1937,5.7
Australia,aus,Total fertility rate,tfr,1937,2.21
Austria,aut,Total fertility rate,tfr,1937,1.54
Azerbaijan,aze,Total fertility rate,tfr,1937,6.36
Bahamas,bhs,Total fertility rate,tfr,1937,4.98
Bahrain,bhr,Total fertility rate,tfr,1937,7.0
Bangladesh,bgd,Total fertility rate,tfr,1937,6.48
Barbados,brb,Total fertility rate,tfr,1937,4.28
Belarus,blr,Total fertility rate,tfr,1937,3.93
Belgium,bel,Total fertility rate,tfr,1937,1.99
Belize,blz,Total fertility rate,tfr,1937,6.67
Benin,ben,Total fertility rate,tfr,1937,5.7
Bhutan,btn,Total fertility rate,tfr,1937,6.67
Bolivia,bol,Total fertility rate,tfr,1937,6.56
Bosnia and Herzegovina,bih,Total fertility rate,tfr,1937,5.16
Botswana,bwa,Total fertility rate,tfr,1937,6.49
Brazil,bra,Total fertility rate,tfr,1937,5.9
Brunei,brn,Total fertility rate,tfr,1937,7.28
Bulgaria,bgr,Total fertility rate,tfr,1937,3.31
Burkina Faso,bfa,Total fertility rate,tfr,1937,6.07
Burundi,bdi,Total fertility rate,tfr,1937,6.81
Cambodia,khm,Total fertility rate,tfr,1937,6.95
Cameroon,cmr,Total fertility rate,tfr,1937,5.54
Canada,can,Total fertility rate,tfr,1937,2.64
Cape Verde,cpv,Total fertility rate,tfr,1937,6.56
Central African Republic,caf,Total fertility rate,tfr,1937,5.98
Chad,tcd,Total fertility rate,tfr,1937,6.06
Channel Islands,chanisl,Total fertility rate,tfr,1937,2.39
Chile,chl,Total fertility rate,tfr,1937,4.93
China,chn,Total fertility rate,tfr,1937,5.33
Colombia,col,Total fertility rate,tfr,1937,6.13
Comoros,com,Total fertility rate,tfr,1937,5.85
"Congo, Dem. Rep.",cod,Total fertility rate,tfr,1937,5.99
"Congo, Rep.",cog,Total fertility rate,tfr,1937,5.67
Costa Rica,cri,Total fertility rate,tfr,1937,6.45
Cote d'Ivoire,civ,Total fertility rate,tfr,1937,6.7
Croatia,hrv,Total fertility rate,tfr,1937,3.75
Cuba,cub,Total fertility rate,tfr,1937,4.25
Cyprus,cyp,Total fertility rate,tfr,1937,4.37
Czech Republic,cze,Total fertility rate,tfr,1937,1.69
Denmark,dnk,Total fertility rate,tfr,1937,2.16
Djibouti,dji,Total fertility rate,tfr,1937,6.3
Dominican Republic,dom,Total fertility rate,tfr,1937,6.34
Ecuador,ecu,Total fertility rate,tfr,1937,6.97
Egypt,egy,Total fertility rate,tfr,1937,5.93
El Salvador,slv,Total fertility rate,tfr,1937,6.09
Equatorial Guinea,gnq,Total fertility rate,tfr,1937,5.52
Eritrea,eri,Total fertility rate,tfr,1937,6.94
Estonia,est,Total fertility rate,tfr,1937,2.14
Ethiopia,eth,Total fertility rate,tfr,1937,7.26
Fiji,fji,Total fertility rate,tfr,1937,5.02
Finland,fin,Total fertility rate,tfr,1937,2.52
France,fra,Total fertility rate,tfr,1937,2.1
French Guiana,guf,Total fertility rate,tfr,1937,5.7
French Polynesia,pyf,Total fertility rate,tfr,1937,5.97
Gabon,gab,Total fertility rate,tfr,1937,5.58
Gambia,gmb,Total fertility rate,tfr,1937,5.9
Georgia,geo,Total fertility rate,tfr,1937,4.22
Germany,deu,Total fertility rate,tfr,1937,2.09
Ghana,gha,Total fertility rate,tfr,1937,6.4
Greece,grc,Total fertility rate,tfr,1937,3.52
Greenland,grl,Total fertility rate,tfr,1937,5.78
Grenada,grd,Total fertility rate,tfr,1937,5.51
Guadeloupe,glp,Total fertility rate,tfr,1937,5.62
Guam,gum,Total fertility rate,tfr,1937,5.93
Guatemala,gtm,Total fertility rate,tfr,1937,6.14
Guinea,gin,Total fertility rate,tfr,1937,6.05
Guinea-Bissau,gnb,Total fertility rate,tfr,1937,7.82
Guyana,guy,Total fertility rate,tfr,1937,5.04
Haiti,hti,Total fertility rate,tfr,1937,6.31
Honduras,hnd,Total fertility rate,tfr,1937,6.03
"Hong Kong, China",hkg,Total fertility rate,tfr,1937,5.0
Hungary,hun,Total fertility rate,tfr,1937,2.42
Iceland,isl,Total fertility rate,tfr,1937,2.8
India,ind,Total fertility rate,tfr,1937,5.93
Indonesia,idn,Total fertility rate,tfr,1937,5.4
Iran,irn,Total fertility rate,tfr,1937,7.0
Iraq,irq,Total fertility rate,tfr,1937,7.6
Ireland,irl,Total fertility rate,tfr,1937,2.57
Israel,isr,Total fertility rate,tfr,1937,3.74
Italy,ita,Total fertility rate,tfr,1937,2.93
Jamaica,jam,Total fertility rate,tfr,1937,4.39
Japan,jpn,Total fertility rate,tfr,1937,4.45
Jordan,jor,Total fertility rate,tfr,1937,7.25
Kazakhstan,kaz,Total fertility rate,tfr,1937,5.66
Kenya,ken,Total fertility rate,tfr,1937,7.12
Kiribati,kir,Total fertility rate,tfr,1937,5.68
North Korea,prk,Total fertility rate,tfr,1937,6.18
South Korea,kor,Total fertility rate,tfr,1937,6.23
Kuwait,kwt,Total fertility rate,tfr,1937,7.04
Kyrgyz Republic,kgz,Total fertility rate,tfr,1937,4.82
Lao,lao,Total fertility rate,tfr,1937,6.04
Latvia,lva,Total fertility rate,tfr,1937,2.41
Lebanon,lbn,Total fertility rate,tfr,1937,5.75
Lesotho,lso,Total fertility rate,tfr,1937,5.83
Liberia,lbr,Total fertility rate,tfr,1937,6.22
Libya,lby,Total fertility rate,tfr,1937,7.19
Lithuania,ltu,Total fertility rate,tfr,1937,3.13
Luxembourg,lux,Total fertility rate,tfr,1937,1.8
"Macao, China",mac,Total fertility rate,tfr,1937,4.69
"Macedonia, FYR",mkd,Total fertility rate,tfr,1937,4.54
Madagascar,mdg,Total fertility rate,tfr,1937,7.09
Malawi,mwi,Total fertility rate,tfr,1937,6.79
Malaysia,mys,Total fertility rate,tfr,1937,5.23
Maldives,mdv,Total fertility rate,tfr,1937,5.8
Mali,mli,Total fertility rate,tfr,1937,6.34
Malta,mlt,Total fertility rate,tfr,1937,4.48
Martinique,mtq,Total fertility rate,tfr,1937,5.68
Mauritania,mrt,Total fertility rate,tfr,1937,6.23
Mauritius,mus,Total fertility rate,tfr,1937,4.2
Mayotte,myt,Total fertility rate,tfr,1937,7.47
Mexico,mex,Total fertility rate,tfr,1937,5.83
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1937,6.64
Moldova,mda,Total fertility rate,tfr,1937,3.85
Mongolia,mng,Total fertility rate,tfr,1937,5.73
Montenegro,mne,Total fertility rate,tfr,1937,4.48
Morocco,mar,Total fertility rate,tfr,1937,6.5
Mozambique,moz,Total fertility rate,tfr,1937,6.64
Myanmar,mmr,Total fertility rate,tfr,1937,6.03
Namibia,nam,Total fertility rate,tfr,1937,5.96
Nepal,npl,Total fertility rate,tfr,1937,6.07
Netherlands,nld,Total fertility rate,tfr,1937,2.53
Netherlands Antilles,ant,Total fertility rate,tfr,1937,5.8
New Caledonia,ncl,Total fertility rate,tfr,1937,5.84
New Zealand,nzl,Total fertility rate,tfr,1937,2.53
Nicaragua,nic,Total fertility rate,tfr,1937,6.26
Niger,ner,Total fertility rate,tfr,1937,6.87
Nigeria,nga,Total fertility rate,tfr,1937,6.46
Norway,nor,Total fertility rate,tfr,1937,1.84
Oman,omn,Total fertility rate,tfr,1937,7.06
Pakistan,pak,Total fertility rate,tfr,1937,6.59
Panama,pan,Total fertility rate,tfr,1937,5.07
Papua New Guinea,png,Total fertility rate,tfr,1937,6.23
Paraguay,pry,Total fertility rate,tfr,1937,6.49
Peru,per,Total fertility rate,tfr,1937,6.65
Philippines,phl,Total fertility rate,tfr,1937,5.8
Poland,pol,Total fertility rate,tfr,1937,3.33
Portugal,prt,Total fertility rate,tfr,1937,3.39
Puerto Rico,pri,Total fertility rate,tfr,1937,5.12
Qatar,qat,Total fertility rate,tfr,1937,6.97
Reunion,reu,Total fertility rate,tfr,1937,6.84
Romania,rou,Total fertility rate,tfr,1937,4.13
Russia,rus,Total fertility rate,tfr,1937,5.04
Rwanda,rwa,Total fertility rate,tfr,1937,7.48
St. Lucia,lca,Total fertility rate,tfr,1937,5.44
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1937,6.88
Samoa,wsm,Total fertility rate,tfr,1937,7.3
Sao Tome and Principe,stp,Total fertility rate,tfr,1937,6.23
Saudi Arabia,sau,Total fertility rate,tfr,1937,7.02
Senegal,sen,Total fertility rate,tfr,1937,6.08
Serbia,srb,Total fertility rate,tfr,1937,4.05
Seychelles,syc,Total fertility rate,tfr,1937,5.16
Sierra Leone,sle,Total fertility rate,tfr,1937,5.74
Singapore,sgp,Total fertility rate,tfr,1937,7.58
Slovak Republic,svk,Total fertility rate,tfr,1937,2.77
Slovenia,svn,Total fertility rate,tfr,1937,2.85
Solomon Islands,slb,Total fertility rate,tfr,1937,6.41
Somalia,som,Total fertility rate,tfr,1937,7.05
South Africa,zaf,Total fertility rate,tfr,1937,6.41
Spain,esp,Total fertility rate,tfr,1937,2.89
Sri Lanka,lka,Total fertility rate,tfr,1937,5.72
Sudan,sdn,Total fertility rate,tfr,1937,6.66
Suriname,sur,Total fertility rate,tfr,1937,6.58
Swaziland,swz,Total fertility rate,tfr,1937,6.71
Sweden,swe,Total fertility rate,tfr,1937,1.74
Switzerland,che,Total fertility rate,tfr,1937,1.74
Syria,syr,Total fertility rate,tfr,1937,7.01
Taiwan,twn,Total fertility rate,tfr,1937,6.5
Tajikistan,tjk,Total fertility rate,tfr,1937,5.83
Tanzania,tza,Total fertility rate,tfr,1937,6.72
Thailand,tha,Total fertility rate,tfr,1937,6.25
Timor-Leste,tls,Total fertility rate,tfr,1937,6.51
Togo,tgo,Total fertility rate,tfr,1937,6.34
Tonga,ton,Total fertility rate,tfr,1937,6.9
Trinidad and Tobago,tto,Total fertility rate,tfr,1937,4.21
Tunisia,tun,Total fertility rate,tfr,1937,6.22
Turkey,tur,Total fertility rate,tfr,1937,6.71
Turkmenistan,tkm,Total fertility rate,tfr,1937,6.15
Uganda,uga,Total fertility rate,tfr,1937,6.89
Ukraine,ukr,Total fertility rate,tfr,1937,3.52
United Arab Emirates,are,Total fertility rate,tfr,1937,6.94
United Kingdom,gbr,Total fertility rate,tfr,1937,1.79
United States,usa,Total fertility rate,tfr,1937,2.04
Uruguay,ury,Total fertility rate,tfr,1937,2.68
Uzbekistan,uzb,Total fertility rate,tfr,1937,5.68
Vanuatu,vut,Total fertility rate,tfr,1937,7.12
Venezuela,ven,Total fertility rate,tfr,1937,5.39
Palestine,pse,Total fertility rate,tfr,1937,7.25
Western Sahara,esh,Total fertility rate,tfr,1937,6.32
Vietnam,vnm,Total fertility rate,tfr,1937,5.04
Virgin Islands (U.S.),vir,Total fertility rate,tfr,1937,5.35
Yemen,yem,Total fertility rate,tfr,1937,7.08
Zambia,zmb,Total fertility rate,tfr,1937,6.71
Zimbabwe,zwe,Total fertility rate,tfr,1937,6.75
South Sudan,ssd,Total fertility rate,tfr,1937,6.66
Afghanistan,afg,Total fertility rate,tfr,1938,7.33
Albania,alb,Total fertility rate,tfr,1938,4.61
Algeria,dza,Total fertility rate,tfr,1938,7.31
Angola,ago,Total fertility rate,tfr,1938,7.0
Antigua and Barbuda,atg,Total fertility rate,tfr,1938,4.49
Argentina,arg,Total fertility rate,tfr,1938,3.44
Armenia,arm,Total fertility rate,tfr,1938,5.82
Aruba,abw,Total fertility rate,tfr,1938,5.7
Australia,aus,Total fertility rate,tfr,1938,2.21
Austria,aut,Total fertility rate,tfr,1938,1.92
Azerbaijan,aze,Total fertility rate,tfr,1938,6.28
Bahamas,bhs,Total fertility rate,tfr,1938,4.9
Bahrain,bhr,Total fertility rate,tfr,1938,7.0
Bangladesh,bgd,Total fertility rate,tfr,1938,6.46
Barbados,brb,Total fertility rate,tfr,1938,4.3
Belarus,blr,Total fertility rate,tfr,1938,3.81
Belgium,bel,Total fertility rate,tfr,1938,2.11
Belize,blz,Total fertility rate,tfr,1938,6.67
Benin,ben,Total fertility rate,tfr,1938,5.71
Bhutan,btn,Total fertility rate,tfr,1938,6.67
Bolivia,bol,Total fertility rate,tfr,1938,6.57
Bosnia and Herzegovina,bih,Total fertility rate,tfr,1938,5.17
Botswana,bwa,Total fertility rate,tfr,1938,6.49
Brazil,bra,Total fertility rate,tfr,1938,5.9
Brunei,brn,Total fertility rate,tfr,1938,7.3
Bulgaria,bgr,Total fertility rate,tfr,1938,3.2
Burkina Faso,bfa,Total fertility rate,tfr,1938,6.07
Burundi,bdi,Total fertility rate,tfr,1938,6.82
Cambodia,khm,Total fertility rate,tfr,1938,6.95
Cameroon,cmr,Total fertility rate,tfr,1938,5.54
Canada,can,Total fertility rate,tfr,1938,2.7
Cape Verde,cpv,Total fertility rate,tfr,1938,6.56
Central African Republic,caf,Total fertility rate,tfr,1938,5.93
Chad,tcd,Total fertility rate,tfr,1938,6.06
Channel Islands,chanisl,Total fertility rate,tfr,1938,2.37
Chile,chl,Total fertility rate,tfr,1938,4.93
China,chn,Total fertility rate,tfr,1938,5.3
Colombia,col,Total fertility rate,tfr,1938,6.13
Comoros,com,Total fertility rate,tfr,1938,5.84
"Congo, Dem. Rep.",cod,Total fertility rate,tfr,1938,5.99
"Congo, Rep.",cog,Total fertility rate,tfr,1938,5.67
Costa Rica,cri,Total fertility rate,tfr,1938,6.53
Cote d'Ivoire,civ,Total fertility rate,tfr,1938,6.7
Croatia,hrv,Total fertility rate,tfr,1938,3.65
Cuba,cub,Total fertility rate,tfr,1938,4.21
Cyprus,cyp,Total fertility rate,tfr,1938,4.39
Czech Republic,cze,Total fertility rate,tfr,1938,1.83
Denmark,dnk,Total fertility rate,tfr,1938,2.18
Djibouti,dji,Total fertility rate,tfr,1938,6.3
Dominican Republic,dom,Total fertility rate,tfr,1938,6.43
Ecuador,ecu,Total fertility rate,tfr,1938,6.92
Egypt,egy,Total fertility rate,tfr,1938,5.91
El Salvador,slv,Total fertility rate,tfr,1938,6.08
Equatorial Guinea,gnq,Total fertility rate,tfr,1938,5.52
Eritrea,eri,Total fertility rate,tfr,1938,6.94
Estonia,est,Total fertility rate,tfr,1938,2.15
Ethiopia,eth,Total fertility rate,tfr,1938,7.26
Fiji,fji,Total fertility rate,tfr,1938,5.07
Finland,fin,Total fertility rate,tfr,1938,2.52
France,fra,Total fertility rate,tfr,1938,2.13
French Guiana,guf,Total fertility rate,tfr,1938,5.65
French Polynesia,pyf,Total fertility rate,tfr,1938,5.97
Gabon,gab,Total fertility rate,tfr,1938,5.56
Gambia,gmb,Total fertility rate,tfr,1938,5.85
Georgia,geo,Total fertility rate,tfr,1938,4.04
Germany,deu,Total fertility rate,tfr,1938,2.25
Ghana,gha,Total fertility rate,tfr,1938,6.4
Greece,grc,Total fertility rate,tfr,1938,3.49
Greenland,grl,Total fertility rate,tfr,1938,5.77
Grenada,grd,Total fertility rate,tfr,1938,5.48
Guadeloupe,glp,Total fertility rate,tfr,1938,5.62
Guam,gum,Total fertility rate,tfr,1938,5.89
Guatemala,gtm,Total fertility rate,tfr,1938,6.17
Guinea,gin,Total fertility rate,tfr,1938,6.04
Guinea-Bissau,gnb,Total fertility rate,tfr,1938,7.83
Guyana,guy,Total fertility rate,tfr,1938,5.11
Haiti,hti,Total fertility rate,tfr,1938,6.31
Honduras,hnd,Total fertility rate,tfr,1938,6.09
"Hong Kong, China",hkg,Total fertility rate,tfr,1938,4.96
Hungary,hun,Total fertility rate,tfr,1938,2.46
Iceland,isl,Total fertility rate,tfr,1938,2.76
India,ind,Total fertility rate,tfr,1938,5.93
Indonesia,idn,Total fertility rate,tfr,1938,5.4
Iran,irn,Total fertility rate,tfr,1938,6.99
Iraq,irq,Total fertility rate,tfr,1938,7.64
Ireland,irl,Total fertility rate,tfr,1938,2.6
Israel,isr,Total fertility rate,tfr,1938,3.54
Italy,ita,Total fertility rate,tfr,1938,3.05
Jamaica,jam,Total fertility rate,tfr,1938,4.3
Japan,jpn,Total fertility rate,tfr,1938,3.87
Jordan,jor,Total fertility rate,tfr,1938,7.28
Kazakhstan,kaz,Total fertility rate,tfr,1938,5.61
Kenya,ken,Total fertility rate,tfr,1938,7.14
Kiribati,kir,Total fertility rate,tfr,1938,5.68
North Korea,prk,Total fertility rate,tfr,1938,6.2
South Korea,kor,Total fertility rate,tfr,1938,6.29
Kuwait,kwt,Total fertility rate,tfr,1938,7.05
Kyrgyz Republic,kgz,Total fertility rate,tfr,1938,4.67
Lao,lao,Total fertility rate,tfr,1938,6.03
Latvia,lva,Total fertility rate,tfr,1938,2.44
Lebanon,lbn,Total fertility rate,tfr,1938,5.75
Lesotho,lso,Total fertility rate,tfr,1938,5.82
Liberia,lbr,Total fertility rate,tfr,1938,6.22
Libya,lby,Total fertility rate,tfr,1938,7.19
Lithuania,ltu,Total fertility rate,tfr,1938,3.12
Luxembourg,lux,Total fertility rate,tfr,1938,1.77
"Macao, China",mac,Total fertility rate,tfr,1938,4.63
"Macedonia, FYR",mkd,Total fertility rate,tfr,1938,4.54
Madagascar,mdg,Total fertility rate,tfr,1938,7.1
Malawi,mwi,Total fertility rate,tfr,1938,6.79
Malaysia,mys,Total fertility rate,tfr,1938,5.44
Maldives,mdv,Total fertility rate,tfr,1938,5.78
Mali,mli,Total fertility rate,tfr,1938,6.36
Malta,mlt,Total fertility rate,tfr,1938,4.44
Martinique,mtq,Total fertility rate,tfr,1938,5.68
Mauritania,mrt,Total fertility rate,tfr,1938,6.22
Mauritius,mus,Total fertility rate,tfr,1938,4.1
Mayotte,myt,Total fertility rate,tfr,1938,7.51
Mexico,mex,Total fertility rate,tfr,1938,5.87
"Micronesia, Fed. Sts.",fsm,Total fertility rate,tfr,1938,6.69
Moldova,mda,Total fertility rate,tfr,1938,3.7
Mongolia,mng,Total fertility rate,tfr,1938,5.71
Montenegro,mne,Total fertility rate,tfr,1938,4.46
Morocco,mar,Total fertility rate,tfr,1938,6.5
Mozambique,moz,Total fertility rate,tfr,1938,6.64
Myanmar,mmr,Total fertility rate,tfr,1938,6.03
Namibia,nam,Total fertility rate,tfr,1938,5.96
Nepal,npl,Total fertility rate,tfr,1938,6.07
Netherlands,nld,Total fertility rate,tfr,1938,2.63
Netherlands Antilles,ant,Total fertility rate,tfr,1938,5.8
New Caledonia,ncl,Total fertility rate,tfr,1938,5.79
New Zealand,nzl,Total fertility rate,tfr,1938,2.58
Nicaragua,nic,Total fertility rate,tfr,1938,6.31
Niger,ner,Total fertility rate,tfr,1938,6.87
Nigeria,nga,Total fertility rate,tfr,1938,6.45
Norway,nor,Total fertility rate,tfr,1938,1.88
Oman,omn,Total fertility rate,tfr,1938,7.07
Pakistan,pak,Total fertility rate,tfr,1938,6.6
Panama,pan,Total fertility rate,tfr,1938,5.11
Papua New Guinea,png,Total fertility rate,tfr,1938,6.23
Paraguay,pry,Total fertility rate,tfr,1938,6.49
Peru,per,Total fertility rate,tfr,1938,6.67
Philippines,phl,Total fertility rate,tfr,1938,5.68
Poland,pol,Total fertility rate,tfr,1938,3.25
Portugal,prt,Total fertility rate,tfr,1938,3.34
Puerto Rico,pri,Total fertility rate,tfr,1938,5.17
Qatar,qat,Total fertility rate,tfr,1938,6.97
Reunion,reu,Total fertility rate,tfr,1938,6.87
Romania,rou,Total fertility rate,tfr,1938,3.97
Russia,rus,Total fertility rate,tfr,1938,4.96
Rwanda,rwa,Total fertility rate,tfr,1938,7.51
St. Lucia,lca,Total fertility rate,tfr,1938,5.43
St. Vincent and the Grenadines,vct,Total fertility rate,tfr,1938,6.91
Samoa,wsm,Total fertility rate,tfr,1938,7.32
